Versión de firmware: v10.0
Time(ms), Yaw(º), Pitch(º), Roll(º), AccX(mg), AccY(mg), AccZ(mg)
2428,-121.94, 10.27, -5.48, -71.78, -557.25, 1232.84;
2436,-121.96, 10.24, -5.60, 48.98, -60.62, 908.87;
2444,-121.98, 10.25, -5.74, -6.30, -257.53, 1305.59;
2452,-122.00, 10.22, -5.80, 8.73, -8.24, 1003.92;
2461,-122.02, 10.23, -5.90, -6.30, -205.63, 1335.65;
2468,-122.03, 10.22, -5.97, -78.57, -96.03, 1069.88;
2475,-122.05, 10.23, -6.04, -29.10, -147.92, 1437.50;
2483,-122.07, 10.23, -6.06, -105.73, -141.62, 834.18;
2491,-122.08, 10.22, -6.11, -83.90, -127.07, 900.62;
2499,-122.08, 10.24, -6.15, 84.87, -537.85, 1818.22;
2507,-122.08, 10.23, -6.16, -134.34, 138.71, 970.46;
2514,-122.10, 10.24, -6.21, -179.45, -259.47, 1287.16;
2522,-122.11, 10.25, -6.24, -236.67, -116.40, 1031.08;
2530,-122.12, 10.26, -6.26, -106.70, -123.19, 1141.18;
2538,-122.13, 10.24, -6.26, -74.20, -86.81, 1020.90;
2546,-122.13, 10.23, -6.25, -76.14, -76.14, 1036.42;
2554,-122.13, 10.22, -6.25, -70.81, -82.93, 1032.54;
2562,-122.14, 10.21, -6.25, -72.75, -79.05, 1028.17;
2569,-122.15, 10.20, -6.25, -74.20, -81.96, 1033.99;
2577,-122.15, 10.19, -6.24, -68.87, -80.02, 1026.72;
2585,-122.14, 10.17, -6.24, -67.90, -85.36, 1027.20;
2593,-122.14, 10.17, -6.23, -72.26, -79.05, 1027.20;
2601,-122.14, 10.16, -6.22, -67.41, -86.33, 1032.05;
2609,-122.14, 10.14, -6.21, -64.02, -74.20, 1037.39;
2617,-122.15, 10.14, -6.20, -69.35, -77.11, 1025.75;
2624,-122.16, 10.13, -6.19, -74.69, -74.20, 1022.35;
2632,-122.16, 10.12, -6.19, -68.87, -71.29, 1023.32;
2640,-122.18, 10.11, -6.19, -68.38, -77.11, 1025.75;
2648,-122.20, 10.10, -6.20, -74.69, -84.87, 1029.14;
2656,-122.21, 10.09, -6.20, -68.87, -82.45, 1024.29;
2663,-122.21, 10.08, -6.20, -68.87, -82.93, 1031.57;
2671,-122.22, 10.07, -6.21, -75.17, -80.51, 1020.90;
2679,-122.23, 10.06, -6.21, -66.44, -80.99, 1020.90;
2687,-122.24, 10.05, -6.21, -69.35, -84.39, 1029.14;
2695,-122.25, 10.04, -6.21, -71.29, -82.93, 1024.29;
2703,-122.26, 10.03, -6.22, -73.23, -72.75, 1028.66;
2711,-122.27, 10.02, -6.22, -74.69, -83.90, 1029.63;
2718,-122.27, 10.00, -6.22, -69.35, -77.60, 1023.81;
2726,-122.29, 9.99, -6.22, -68.87, -78.08, 1031.57;
2734,-122.30, 9.98, -6.22, -66.44, -76.63, 1025.75;
2742,-122.31, 9.97, -6.23, -73.72, -78.08, 1021.87;
2750,-122.32, 9.96, -6.24, -69.35, -76.63, 1029.14;
2758,-122.34, 9.95, -6.24, -72.26, -81.96, 1032.54;
2765,-122.35, 9.94, -6.25, -68.87, -78.57, 1026.72;
2773,-122.37, 9.92, -6.26, -68.38, -78.08, 1027.69;
2781,-122.38, 9.91, -6.27, -72.75, -82.93, 1026.72;
2789,-122.38, 9.90, -6.29, -71.29, -76.14, 1030.11;
2797,-122.38, 9.89, -6.30, -71.29, -86.81, 1023.81;
2805,-122.39, 9.88, -6.31, -72.75, -83.90, 1023.32;
2812,-122.40, 9.87, -6.31, -67.90, -82.45, 1027.69;
2820,-122.41, 9.85, -6.32, -70.81, -94.57, 1028.66;
2828,-122.42, 9.84, -6.33, -65.47, -85.36, 1028.17;
2836,-122.41, 9.83, -6.33, -73.72, -82.93, 1027.69;
2844,-122.41, 9.82, -6.33, -66.44, -87.78, 1027.20;
2852,-122.41, 9.81, -6.32, -75.66, -83.90, 1028.17;
2860,-122.41, 9.80, -6.32, -70.32, -84.39, 1028.17;
2867,-122.42, 9.79, -6.32, -65.96, -84.39, 1029.63;
2875,-122.44, 9.78, -6.32, -67.41, -85.36, 1028.66;
2883,-122.45, 9.77, -6.33, -71.29, -87.30, 1030.60;
2891,-122.45, 9.76, -6.33, -71.78, -83.42, 1031.08;
2899,-122.46, 9.74, -6.33, -69.84, -80.02, 1030.60;
2906,-122.47, 9.73, -6.33, -67.90, -84.39, 1032.05;
2914,-122.47, 9.73, -6.34, -74.20, -79.54, 1028.66;
2922,-122.49, 9.72, -6.35, -75.66, -78.08, 1028.17;
2930,-122.50, 9.71, -6.35, -75.17, -76.63, 1023.81;
2938,-122.50, 9.70, -6.36, -70.81, -84.87, 1029.14;
2946,-122.52, 9.69, -6.36, -72.75, -83.90, 1032.05;
2954,-122.53, 9.68, -6.37, -68.87, -87.78, 1024.29;
2961,-122.52, 9.67, -6.37, -73.72, -82.45, 1022.84;
2969,-122.52, 9.66, -6.38, -65.96, -86.81, 1020.90;
2977,-122.53, 9.65, -6.38, -76.63, -87.78, 1024.78;
2985,-122.55, 9.64, -6.38, -65.47, -84.39, 1024.29;
2993,-122.55, 9.64, -6.38, -73.72, -91.18, 1022.35;
3001,-122.56, 9.62, -6.38, -70.81, -83.90, 1019.44;
3008,-122.57, 9.61, -6.39, -72.26, -87.78, 1027.20;
3016,-122.57, 9.60, -6.39, -73.23, -83.90, 1024.78;
3024,-122.57, 9.59, -6.39, -66.93, -83.42, 1025.26;
3032,-122.57, 9.58, -6.39, -70.32, -77.60, 1022.35;
3040,-122.57, 9.57, -6.39, -69.35, -87.78, 1027.20;
3048,-122.57, 9.56, -6.39, -72.26, -85.36, 1026.23;
3055,-122.56, 9.55, -6.40, -72.26, -89.72, 1026.72;
3063,-122.58, 9.54, -6.40, -73.23, -87.30, 1033.51;
3071,-122.58, 9.52, -6.40, -69.35, -81.96, 1026.72;
3079,-122.59, 9.51, -6.40, -73.72, -88.27, 1033.99;
